Id,SalePrice
1251,182572.89862654233
671,182572.89862654233
1017,182572.89862654233
780,182572.89862654233
1269,182572.89862654233
1145,182572.89862654233
486,182572.89862654233
134,182572.89862654233
1282,182572.89862654233
693,182572.89862654233
1119,182572.89862654233
408,182572.89862654233
1288,182572.89862654233
159,182572.89862654233
577,182572.89862654233
1014,182572.89862654233
226,182572.89862654233
140,182572.89862654233
109,182572.89862654233
988,182572.89862654233
633,182572.89862654233
1221,182572.89862654233
1431,182572.89862654233
365,182572.89862654233
495,182572.89862654233
165,182572.89862654233
816,182572.89862654233
181,182572.89862654233
107,182572.89862654233
125,182572.89862654233
1218,182572.89862654233
938,182572.89862654233
372,182572.89862654233
45,182572.89862654233
995,182572.89862654233
314,182572.89862654233
948,182572.89862654233
217,182572.89862654233
781,182572.89862654233
1293,182572.89862654233
1005,182572.89862654233
528,182572.89862654233
44,182572.89862654233
645,182572.89862654233
340,182572.89862654233
1116,182572.89862654233
358,182572.89862654233
72,182572.89862654233
56,182572.89862654233
83,182572.89862654233
1048,182572.89862654233
17,182572.89862654233
523,182572.89862654233
1379,182572.89862654233
